"","record_id","treatment_arm","taco_choice","meat_select","chicken_select","age","gender","county_name","state","location","dob","times_visited_chipotle_past_month","ffq_cow_freq","ffq_pig_freq","ffq_attn_freq","ffq_hen_freq","ffq_pb_freq","ffq_fish_freq","ffq_dairy_freq","ffq_eggs_freq","opted_out_all","merged_protein","other_meat_select","block_order","block_order_pre_tacos","bev_type","purpose_guess","education","ethnicity","attention_check","tortilla_type","no_toppings","has_dairy","regular_toppings","premium_toppings","political_party","time_elapsed"
"2708",3932,"1","Steak",1,0,43,"Male","Mohave","AZ03","Mohave, AZ",1982,2,4,3,7,4,3,3,5,4,NA,2,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","Apple juice","Learning how many color options to provide across different products","4-year college graduate","Hispanic",2,"Crispy corn tortillas",FALSE,FALSE,"Pinto beans + Fresh tomato salsa + Roasted chili corn salsa + Tomatillo green chili salsa + Cheese","No premium toppings","Republican",172
"2709",3933,"3","Chicken",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Apple juice",NA,NA,NA,NA,"Crispy corn tortillas",FALSE,FALSE,"White rice + Black beans + Pinto beans + Fresh tomato salsa + Tomatillo red chili salsa","Guacamole",NA,NA
"2710",3934,"3","Carnitas",1,0,60,"Female","Cook","IL14","Cook, IL",1965,0,2,6,7,5,1,1,7,6,NA,4,1,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","Mexican Coca-Cola","Learning whether older people are more likely to select high calorie toppings","More than 4-year college degree","Caucasian",4,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","Guacamole","Democrat",296
"2711",3935,"2","Veggies (includes guacamole)",0,0,73,"Male","Davidson","TN43","Davidson, TN",1952,0,1,1,3,2,1,2,6,2,NA,7,0,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","Organic lemonade","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",7,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Fresh tomato salsa + Sour cream + Fajita veggies","Guacamole","Other",203
"2712",3936,"2","Beef barbacoa",1,0,39,"Female","Radford","VA47","Radford, VA",1986,2,4,2,7,2,1,2,4,3,NA,3,1,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","No beverage","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",3,"Crispy corn tortillas",FALSE,TRUE,"Black beans + Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","No premium toppings","Independent",173
"2713",3937,"2","Steak",1,0,20,"Female","Sullivan","NH30","Sullivan, NH",2005,2,4,3,7,5,1,2,5,1,NA,2,1,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","Fountain drink","Learning how color preference relates to food preference","Some college or 2-year degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Sour cream + Fajita veggies + Cheese","Guacamole","Independent",175
"2714",3938,"2","Chicken",1,1,65,"Male","Litchfield","CT07","Litchfield, CT",1960,0,2,1,7,3,3,2,3,6,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Bottled water","Learning how plant-based protein options affect the foods people choose","4-year college graduate","Caucasian",1,"Crispy corn tortillas",FALSE,TRUE,"Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","Guacamole","Democrat",294
"2715",3941,"2","Chicken",1,1,24,"Male","Nez Perce","ID13","Nez Perce, ID",2001,0,2,2,7,6,1,1,4,1,NA,1,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Pen-Shirt","Fountain drink","Learning how plant-based protein options affect the foods people choose","4-year college graduate","Caucasian",1,"Soft flour tortillas",TRUE,FALSE,"No toppings","No premium toppings","Republican",97
"2716",3942,"1","Beef barbacoa",1,0,21,"Male","Charles","MD21","Charles, MD",2004,0,4,2,7,2,1,2,5,5,NA,3,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Bottled water","Learning how many color options to provide across different products","High school or GED","Black/African American",3,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Sour cream + Cheese + Romaine lettuce","Queso blanco","Independent",180
"2717",3943,"1","Steak",1,0,20,"Female","Coos","OR38","Coos, OR",2005,0,5,5,7,4,1,2,4,4,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Organic watermelon limeade","Learning how fine-point pen options affect the type of paper people choose","Some college or 2-year degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Fresh tomato salsa + Sour cream + Cheese","Guacamole + Queso blanco","Republican",216
"2718",3944,"3","Veggies (includes guacamole)",0,0,37,"Female","Sacramento","CA05","Sacramento, CA",1988,0,1,1,7,2,1,1,3,1,NA,7,0,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","Organic watermelon limeade","Learning how color preference relates to food preference","4-year college graduate","Multi-ethnic",7,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Roasted chili corn salsa + Sour cream + Cheese + Romaine lettuce","Queso blanco","Independent",162
"2719",3945,"3","Sofritas (plant-based protein)",0,0,37,"Female","Middlesex","CT07","Middlesex, CT",1988,0,1,1,7,1,4,1,7,2,NA,5,0,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","No beverage","Learning how plant-based protein options affect the foods people choose","4-year college graduate","Caucasian",5,"Crispy corn tortillas",FALSE,TRUE,"Tomatillo red chili salsa + Sour cream + Fajita veggies + Cheese + Romaine lettuce","Guacamole + Queso blanco","Independent",145
"2720",3946,"3","Steak",1,0,20,"Male","Horry","SC41","Horry, SC",2005,0,2,4,3,4,1,3,3,3,NA,2,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Bottled water","Learning whether people's shirt preferences are related to their food preferences","High school or GED","Native American",2,"Crispy corn tortillas",FALSE,TRUE,"Pinto beans + Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","Guacamole","Prefer not to answer",562
"2721",3947,"2","Steak",1,0,39,"Female","Gloucester","NJ31","Gloucester, NJ",1986,0,4,4,7,3,1,2,7,3,NA,2,1,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Mexican Sprite","Learning whether people's shirt preferences are related to their food preferences","High school or GED","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Cheese","Queso blanco","Democrat",173
"2722",3948,"2","Chicken",1,1,29,"Female","Cook","IL14","Cook, IL",1996,3,3,1,7,3,1,3,3,2,NA,1,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Pen-Shirt","Apple juice","Learning how color preference relates to food preference","4-year college graduate","Black/African American",1,"Crispy corn tortillas",FALSE,TRUE,"Fresh tomato salsa","Queso blanco","Democrat",345
"2723",3949,"2","Steak",1,0,19,"Female","Montgomery","MD21","Montgomery, MD",2006,8,2,1,7,3,1,2,6,2,NA,2,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Pen-Shirt","No beverage","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Black/African American",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Fresh tomato salsa + Roasted chili corn salsa + Sour cream + Cheese","Guacamole","Democrat",130
"2724",3950,"1","Veggies (includes guacamole)",0,0,19,"Female","Cook","IL14","Cook, IL",2006,10,1,1,1,1,1,1,5,2,NA,7,0,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Fountain drink","Learning how color preference relates to food preference","High school or GED","Caucasian",7,"Crispy corn tortillas",FALSE,FALSE,"White rice + Fresh tomato salsa + Roasted chili corn salsa + Cheese + Romaine lettuce","No premium toppings","Republican",217
"2725",3951,"2","Carnitas",1,0,51,"Female","Clayton","GA11","Clayton, GA",1974,0,3,3,7,2,3,1,4,3,NA,4,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","Organic berry agua fresca","Learning how color preference relates to food preference","4-year college graduate","Black/African American",4,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Pinto beans + Roasted chili corn salsa + Sour cream + Cheese","Guacamole","Independent",167
"2726",3952,"3","Veggies (includes guacamole)",0,0,45,"Female","Nelson","VA47","Nelson, VA",1980,0,2,3,7,1,1,3,3,5,NA,7,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","San Pellegrino sparkling","Learning how plant-based protein options affect the foods people choose","4-year college graduate","Caucasian",7,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Fresh tomato salsa + Tomatillo green chili salsa + Fajita veggies + Romaine lettuce","Guacamole","Democrat",156
"2727",3954,"1","Steak",1,0,30,"Female","Fairfax","VA47","Fairfax, VA",1995,2,3,1,7,4,1,2,4,3,NA,2,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Organic mandarin agua fresca","Learning how many color options to provide across different products","4-year college graduate","East Asian",2,"No tortillas",FALSE,FALSE,"White rice + Black beans + Fresh tomato salsa + Tomatillo green chili salsa + Cheese","Guacamole","Democrat",108
"2728",3955,"2","Steak",1,0,21,"Female","Cedar","IA16","Cedar, IA",2004,6,3,3,7,6,1,1,5,4,NA,2,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Pen-Shirt","Fountain drink","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Sour cream + Cheese + Romaine lettuce","Guacamole","Republican",157
"2729",3956,"2","Carnitas",1,0,53,"Female","Forsyth","NC34","Forsyth, NC",1972,0,3,2,3,2,1,2,3,1,NA,4,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Organic watermelon limeade","Learning how many color options to provide across different products","High school or GED","Caucasian",4,"Crispy corn tortillas",FALSE,TRUE,"Black beans + Fresh tomato salsa + Sour cream + Fajita veggies + Cheese","Guacamole + Queso blanco","Republican",243
"2730",3957,"2","Chicken",1,1,36,"Male","Cuyahoga","OH36","Cuyahoga, OH",1989,0,3,2,7,4,5,3,7,2,NA,1,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Pen-Shirt","Fountain drink","Learning how color preference relates to food preference","Some college or 2-year degree","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Roasted chili corn salsa + Tomatillo red chili salsa + Sour cream + Fajita veggies","Guacamole","Democrat",299
"2731",3958,"2","Chicken",1,1,26,"Female","DuPage","IL14","DuPage, IL",1999,1,2,1,3,4,1,1,4,2,NA,1,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Organic lemonade","Learning how color preference relates to food preference","More than 4-year college degree","Caucasian",1,"Soft flour tortillas",FALSE,FALSE,"Brown rice + Black beans + Fresh tomato salsa + Cheese + Romaine lettuce","Guacamole","Independent",140
"2732",3960,"1","Steak",1,0,24,"Female","Santa Clara","CA05","Santa Clara, CA",2001,0,3,3,7,2,1,1,4,6,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Shirt-Pen","Organic mandarin agua fresca","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Southeast Asian",2,"Soft flour tortillas",FALSE,FALSE,"Fresh tomato salsa + Roasted chili corn salsa + Tomatillo green chili salsa + Cheese + Romaine lettuce","Guacamole","Democrat",197
"2733",3961,"1","Steak",1,0,50,"Female","Kankakee","IL14","Kankakee, IL",1975,0,1,1,7,3,1,1,4,4,NA,2,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","Organic lemonade","Learning how many color options to provide across different products","4-year college graduate","Black/African American",2,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Tomatillo red chili salsa + Sour cream + Cheese + Romaine lettuce","Queso blanco","Republican",954
"2734",3962,"1","Chicken",1,1,66,"Female","Maricopa","AZ03","Maricopa, AZ",1959,0,3,3,7,4,1,1,5,5,NA,1,0,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Shirt-Pen","Bottled water","Learning how color preference relates to food preference","More than 4-year college degree","Caucasian",1,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Black beans + Sour cream + Cheese + Romaine lettuce","No premium toppings","Democrat",188
"2735",3963,"3","Chicken",1,1,37,"Male","Lake","IL14","Lake, IL",1988,3,3,2,7,4,1,2,4,3,NA,1,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Organic watermelon limeade","Learning how color preference relates to food preference","More than 4-year college degree","Caucasian",1,"Crispy corn tortillas",FALSE,TRUE,"Pinto beans + Roasted chili corn salsa + Tomatillo red chili salsa + Fajita veggies + Cheese","Guacamole","Republican",781
"2736",3964,"2","Veggies (includes guacamole)",0,0,24,"Male","St. Charles","LA19","St. Charles, LA",2001,12,6,7,6,6,7,2,5,7,NA,7,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Organic berry agua fresca","Learning how color preference relates to food preference","4-year college graduate","Black/African American",7,"Soft flour tortillas",FALSE,TRUE,"White rice + Fresh tomato salsa + Tomatillo green chili salsa + Fajita veggies","Guacamole","Democrat",293
"2737",3965,"2","Carnitas",1,0,42,"Female","Montgomery","MD21","Montgomery, MD",1983,0,2,1,7,3,1,1,7,4,NA,4,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","Shirt","Organic watermelon limeade","Learning how color preference relates to food preference","More than 4-year college degree","Caucasian",4,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Fresh tomato salsa + Sour cream + Fajita veggies + Cheese","Guacamole","Independent",104
"2738",3967,"1","Chicken",1,1,21,"Female","Travis","TX44","Travis, TX",2004,5,4,3,3,4,1,2,6,5,NA,1,0,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Fountain drink","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",1,"Crispy corn tortillas",FALSE,TRUE,"White rice + Black beans + Tomatillo green chili salsa + Fajita veggies + Romaine lettuce","Guacamole","Republican",140
"2739",3968,"1","Carnitas",1,0,57,"Female","Northampton","PA39","Northampton, PA",1968,0,2,4,7,3,1,1,6,2,NA,4,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","Fountain drink","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",4,"Crispy corn tortillas",FALSE,TRUE,"Pinto beans + Fresh tomato salsa + Sour cream + Cheese","Guacamole","Independent",219
"2740",3969,"2","Sofritas (plant-based protein)",0,0,24,"Female","Los Angeles","CA05","Los Angeles, CA",2001,0,1,1,3,1,5,1,1,1,NA,5,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","Organic watermelon limeade","Learning how t-shirt size is related to beverage preference","4-year college graduate","Caucasian",5,"No tortillas",FALSE,TRUE,"Brown rice + Black beans + Roasted chili corn salsa + Tomatillo red chili salsa + Fajita veggies","Guacamole","Democrat",134
"2741",3970,"2","Chicken",1,1,24,"Female","Franklin","OH36","Franklin, OH",2001,2,6,1,7,4,1,1,1,6,NA,1,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Bottled water","Learning how color preference relates to food preference","4-year college graduate","Caucasian",2,"No tortillas",FALSE,TRUE,"White rice + Fajita veggies + Romaine lettuce","No premium toppings","Independent",137
"2742",3971,"2","Veggies (includes guacamole)",0,0,41,"Female","Sacramento","CA05","Sacramento, CA",1984,1,1,1,7,1,5,4,7,3,NA,7,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Mexican Coca-Cola","Learning how color preference relates to food preference","4-year college graduate","Caucasian",7,"Soft flour tortillas",FALSE,TRUE,"White rice + Pinto beans + Fresh tomato salsa + Sour cream + Cheese","","Democrat",86
"2743",3972,"3","Carnitas",1,0,35,"Male","Multnomah","OR38","Multnomah, OR",1990,3,3,2,7,3,1,2,5,4,NA,4,1,"q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev","Pen-Shirt","Organic berry agua fresca","Learning how color preference relates to food preference","High school or GED","Caucasian",4,"Soft flour tortillas",FALSE,TRUE,"Roasted chili corn salsa + Tomatillo green chili salsa + Sour cream + Fajita veggies + Cheese","No premium toppings","Democrat",254
"2744",3973,"3","Chicken",1,1,19,"Female","Weber","UT45","Weber, UT",2006,0,4,2,7,3,1,4,5,6,NA,1,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Fountain drink","Learning how many color options to provide across different products","Some college or 2-year degree","Caucasian",1,"Soft flour tortillas",FALSE,FALSE,"Brown rice + Pinto beans + Fresh tomato salsa + Cheese + Romaine lettuce","No premium toppings","Independent",165
"2745",3974,"2","Sofritas (plant-based protein)",0,0,33,"Male","Warren","OH36","Warren, OH",1992,2,3,1,7,4,2,1,5,1,NA,5,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","No beverage","Learning how color preference relates to food preference","More than 4-year college degree","South Asian",5,"Soft flour tortillas",FALSE,TRUE,"White rice + Fresh tomato salsa + Fajita veggies + Cheese + Romaine lettuce","No premium toppings","Independent",137
"2746",3975,"2","Steak",1,0,29,"Male","Clay","WV49","Clay, WV",1996,3,3,4,7,6,5,4,5,6,NA,2,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Organic lemonade","Learning whether people's shirt preferences are related to their food preferences","More than 4-year college degree","Caucasian",4,"Soft flour tortillas",FALSE,FALSE,"Black beans + Roasted chili corn salsa + Tomatillo red chili salsa","No premium toppings","Independent",238
"2747",3976,"2","Sofritas (plant-based protein)",0,0,22,"Female","Miami-Dade","FL10","Miami-Dade, FL",2003,2,1,1,7,3,4,1,7,4,NA,5,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","Organic mandarin agua fresca","Learning how color preference relates to food preference","4-year college graduate","Hispanic",5,"Crispy corn tortillas",FALSE,FALSE,"White rice + Black beans + Fresh tomato salsa + Roasted chili corn salsa + Cheese","No premium toppings","Independent",166
"2748",3977,"2","Chicken",1,1,34,"Female","Brevard","FL10","Brevard, FL",1991,10,3,3,3,4,1,2,6,2,NA,1,0,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","Bottled water","Learning how many color options to provide across different products","More than 4-year college degree","Caucasian",1,"Soft flour tortillas",FALSE,FALSE,"White rice + Fresh tomato salsa + Roasted chili corn salsa + Cheese","No premium toppings","Independent",144
"2749",3978,"1","Steak",1,0,34,"Female","Duval","FL10","Duval, FL",1991,0,2,2,7,2,1,2,3,1,NA,2,1,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","Blackberry Izze","Learning how t-shirt size is related to beverage preference","Some college or 2-year degree","Black/African American",2,"Soft flour tortillas",FALSE,TRUE,"Black beans + Sour cream + Cheese + Romaine lettuce","No premium toppings","Independent",196
"2750",3979,"2","Beef barbacoa",1,0,24,"Female","Lowndes","GA11","Lowndes, GA",2001,0,3,3,7,2,1,1,4,3,NA,3,1,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","No beverage","Learning how many color options to provide across different products","4-year college graduate","Caucasian",3,"Crispy corn tortillas",FALSE,TRUE,"Fresh tomato salsa + Tomatillo red chili salsa + Sour cream + Cheese + Romaine lettuce","Queso blanco","Independent",364
"2751",3980,"2","Steak",1,0,47,"Female","Jefferson","MO26","Jefferson, MO",1978,0,3,1,7,2,3,3,1,6,NA,2,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","Shirt","Fountain drink","Learning how many color options to provide across different products","Some college or 2-year degree","Caucasian",2,"Crispy corn tortillas",FALSE,TRUE,"White rice + Black beans + Roasted chili corn salsa + Fajita veggies + Romaine lettuce","Guacamole","Democrat",202
"2752",3981,"3","Carnitas",1,0,34,"Male","Dutchess","NY33","Dutchess, NY",1991,4,3,5,7,4,6,5,6,4,NA,4,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Grapefruit Izze","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",4,"Soft flour tortillas",FALSE,FALSE,"White rice + Black beans + Roasted chili corn salsa + Tomatillo red chili salsa + Cheese","Guacamole","Republican",600
"2753",3982,"3","Chicken",1,1,42,"Female","Somerset","NJ31","Somerset, NJ",1983,1,3,3,7,4,1,3,5,1,NA,1,0,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","Tractor organic black tea","Learning how t-shirt size is related to beverage preference","More than 4-year college degree","Caucasian",1,"Crispy corn tortillas",FALSE,TRUE,"Fresh tomato salsa + Roasted chili corn salsa + Fajita veggies + Cheese + Romaine lettuce","No premium toppings","Democrat",161
"2754",3983,"3","Carnitas",1,0,45,NA,"St. Lawrence","NY33","St. Lawrence, NY",1980,0,2,3,7,3,1,3,4,3,NA,4,1,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Bottled water","Learning how color preference relates to food preference","4-year college graduate","Multi-ethnic",4,"Soft flour tortillas",FALSE,FALSE,"Black beans + Tomatillo green chili salsa + Tomatillo red chili salsa + Cheese + Romaine lettuce","Guacamole","Democrat",156
